name,country,subcountry,geonameid
Valparaiso,United States,,4927537
West Lafayette,United States,,4928096
Westfield,United States,,4928118
Abington,United States,,4928662
Acton,United States,,4928703
Agawam,United States,,4928788
Amesbury,United States,,4929004
Amherst,United States,,4929022
Amherst Center,United States,,4929023
Arlington,United States,,4929180
Ashland,United States,,4929283
Attleboro,United States,,4929399
Auburn,United States,,4929417
Barnstable,United States,,4929771
Belmont,United States,,4930282
Beverly,United States,,4930505
Beverly Cove,United States,,4930511
Billerica,United States,,4930577
Boston,United States,,4930956
Brockton,United States,,4931429
Brookline,United States,,4931482
Burlington,United States,,4931737
Cambridge,United States,,4931972
Canton,United States,,4932214
Chelmsford,United States,,4932869
Chelsea,United States,,4932879
Chicopee,United States,,4933002
Concord,United States,,4933743
Danvers,United States,,4934500
Dedham,United States,,4934664
Dracut,United States,,4935038
Duxbury,United States,,4935211
East Longmeadow,United States,,4935434
Easthampton,United States,,4935582
Easton,United States,,4935623
Everett,United States,,4936008
Fairhaven,United States,,4936087
Fall River,United States,,4936159
Fitchburg,United States,,4936812
Framingham,United States,,4937230
Framingham Center,United States,,4937232
Franklin,United States,,4937276
Gardner,United States,,4937557
Gloucester,United States,,4937829
Grafton,United States,,4938048
Greenfield,United States,,4938378
Hanover,United States,,4938836
Haverhill,United States,,4939085
Holden,United States,,4939647
Holyoke,United States,,4939783
Jamaica Plain,United States,,4940764
Lawrence,United States,,4941720
Leominster,United States,,4941873
Lexington,United States,,4941935
Longmeadow,United States,,4942508
Lowell,United States,,4942618
Ludlow,United States,,4942744
Lynn,United States,,4942807
Malden,United States,,4942939
Mansfield,United States,,4943021
Marblehead,United States,,4943097
Marlborough,United States,,4943170
Medford,United States,,4943629
Melrose,United States,,4943677
Methuen,United States,,4943828
Middleborough,United States,,4943888
Milford,United States,,4943958
Milton,United States,,4944193
Natick,United States,,4944994
Needham,United States,,4945055
New Bedford,United States,,4945121
Newburyport,United States,,4945256
Newton,United States,,4945283
North Chicopee,United States,,4945588
Northampton,United States,,4945819
Norton,United States,,4945911
Norwood,United States,,4945952
Palmer,United States,,4946620
Peabody,United States,,4946863
Pittsfield,United States,,4947459
Quincy,United States,,4948247
Randolph,United States,,4948403
Reading,United States,,4948462
Rockland,United States,,4948924
Salem,United States,,4950065
Saugus,United States,,4950267
Shrewsbury,United States,,4950898
Somerset,United States,,4951248
Somerville,United States,,4951257
South Boston,United States,,4951305
South Hadley,United States,,4951397
South Peabody,United States,,4951473
Southbridge,United States,,4951594
Springfield,United States,,4951788
Stoneham,United States,,4952121
Stoughton,United States,,4952206
Sudbury,United States,,4952320
Swansea,United States,,4952487
Taunton,United States,,4952629
Tewksbury,United States,,4952762
Wakefield,United States,,4954265
Waltham,United States,,4954380
Watertown,United States,,4954611
Wellesley,United States,,4954738
West Springfield,United States,,4955089
Westfield,United States,,4955190
Westford,United States,,4955219
Weymouth,United States,,4955336
Wilmington,United States,,4955840
Winchester,United States,,4955884
Winthrop,United States,,4955993
Woburn,United States,,4956032
Worcester,United States,,4956184
Yarmouth,United States,,4956335
Auburn,United States,,4956976
Augusta,United States,,4957003
Bangor,United States,,4957280
Biddeford,United States,,4958141
Brunswick,United States,,4959473
Lewiston,United States,,4969398
Portland,United States,,4975802
Saco,United States,,4977222
Sanford,United States,,4977762
South Portland,United States,,4979244
South Portland Gardens,United States,,4979245
Waterville,United States,,4982236
West Scarborough,United States,,4982720
Westbrook,United States,,4982753
Adrian,United States,,4983811
Allen Park,United States,,4984016
Allendale,United States,,4984029
Ann Arbor,United States,,4984247
Auburn Hills,United States,,4984565
Battle Creek,United States,,4985153
Bay City,United States,,4985180
Berkley,United States,,4985744
Birmingham,United States,,4986172
Burton,United States,,4987482
Canton,United States,,4987990
Clinton Township,United States,,4989133
Dearborn,United States,,4990510
Dearborn Heights,United States,,4990512
Detroit,United States,,4990729
East Lansing,United States,,4991640
Eastpointe,United States,,4991735
Farmington Hills,United States,,4992523
Ferndale,United States,,4992635
Flint,United States,,4992982
Forest Hills,United States,,4993125
Garden City,United States,,4993659
Grand Rapids,United States,,4994358
Grandville,United States,,4994391
Grosse Pointe Woods,United States,,4994871
Hamtramck,United States,,4995197
Haslett,United States,,4995514
Hazel Park,United States,,4995664
Holland,United States,,4996248
Holt,United States,,4996306
Jackson,United States,,4997384
Jenison,United States,,4997500
Kalamazoo,United States,,4997787
Kentwood,United States,,4998018
Lansing,United States,,4998830
Lincoln Park,United States,,4999311
Livonia,United States,,4999837
Madison Heights,United States,,5000500
Marquette,United States,,5000947
Midland,United States,,5001929
Monroe,United States,,5002344
Mount Clemens,United States,,5002656
Mount Pleasant,United States,,5002714
Muskegon,United States,,5003132
Norton Shores,United States,,5004005
Novi,United States,,5004062
Oak Park,United States,,5004188
Okemos,United States,,5004359
Pontiac,United States,,5006166
Port Huron,United States,,5006233
Portage,United States,,5006250
Redford,United States,,5006917
Rochester Hills,United States,,5007402
Romulus,United States,,5007531
Roseville,United States,,5007655
Royal Oak,United States,,5007804
Saginaw,United States,,5007989
Shelby,United States,,5009586
Southfield,United States,,5010636
Southgate,United States,,5010646
Saint Clair Shores,United States,,5010978
Sterling Heights,United States,,5011148
Taylor,United States,,5011908
Traverse City,United States,,5012495
Trenton,United States,,5012521
Troy,United States,,5012639
Walker,United States,,5013924
Warren,United States,,5014051
Waterford,United States,,5014130
Waverly,United States,,5014208
Wayne,United States,,5014224
Westland,United States,,5014681
Wyandotte,United States,,5015599
Wyoming,United States,,5015618
Ypsilanti,United States,,5015688
Albert Lea,United States,,5016024
Andover,United States,,5016374
Anoka,United States,,5016450
Apple Valley,United States,,5016494
Austin,United States,,5016884
Blaine,United States,,5018651
Bloomington,United States,,5018739
Brooklyn Center,United States,,5019330
Brooklyn Park,United States,,5019335
Buffalo,United States,,5019588
Burnsville,United States,,5019767
Champlin,United States,,5020859
Chanhassen,United States,,5020881
Chaska,United States,,5020938
Columbia Heights,United States,,5021828
Coon Rapids,United States,,5022025
Cottage Grove,United States,,5022134
Crystal,United States,,5023571
Duluth,United States,,5024719
Eagan,United States,,5024825
Eden Prairie,United States,,5025219
Edina,United States,,5025264
Elk River,United States,,5025471
Faribault,United States,,5026291
Farmington,United States,,5026321
Forest Lake,United States,,5027117
Fridley,United States,,5027482
Golden Valley,United States,,5028163
Ham Lake,United States,,5029181
Hastings,United States,,5029500
Hibbing,United States,,5030005
Hopkins,United States,,5030670
Inver Grove Heights,United States,,5031412
Lakeville,United States,,5034059
Lino Lakes,United States,,5034767
Mankato,United States,,5036420
Maple Grove,United States,,5036493
Maplewood,United States,,5036588
Minneapolis,United States,,5037649
Minnetonka,United States,,5037784
Minnetonka Mills,United States,,5037790
Moorhead,United States,,5038108
New Brighton,United States,,5039080
New Hope,United States,,5039094
Northfield,United States,,5039675
Oakdale,United States,,5039978
Otsego,United States,,5040477
Owatonna,United States,,5040647
Plymouth,United States,,5041926
Prior Lake,United States,,5042373
Ramsey,United States,,5042561
Red Wing,United States,,5042773
Richfield,United States,,5043193
Rochester,United States,,5043473
Rosemount,United States,,5043779
Roseville,United States,,5043799
Saint Cloud,United States,,5044407
Saint Louis Park,United States,,5045021
Saint Michael,United States,,5045258
Saint Paul,United States,,5045360
Sartell,United States,,5046001
Savage,United States,,5046063
Shakopee,United States,,5046997
Shoreview,United States,,5047234
South Saint Paul,United States,,5048033
Stillwater,United States,,5048814
West Coon Rapids,United States,,5052361
West Saint Paul,United States,,5052467
White Bear Lake,United States,,5052658
Willmar,United States,,5052916
Winona,United States,,5053156
Woodbury,United States,,5053358
Kirksville,United States,,5055787
Fargo,United States,,5059163
Grand Forks,United States,,5059429
Jamestown,United States,,5059836
West Fargo,United States,,5062458
Bellevue,United States,,5063805
Columbus,United States,,5066001
Fremont,United States,,5068725
Grand Island,United States,,5069297
Hastings,United States,,5069802
Kearney,United States,,5071348
La Vista,United States,,5071665
Lincoln,United States,,5072006
Norfolk,United States,,5073965
Omaha,United States,,5074472
Papillion,United States,,5074792
Bedford,United States,,5083221
Concord,United States,,5084868
Derry,United States,,5085374
Derry Village,United States,,5085382
Dover,United States,,5085520
East Concord,United States,,5085688
Keene,United States,,5088262
Laconia,United States,,5088438
Manchester,United States,,5089178
Merrimack,United States,,5089478
Nashua,United States,,5090046
Portsmouth,United States,,5091383
Rochester,United States,,5091872
Salem,United States,,5092268
Asbury Park,United States,,5095281
Avenel,United States,,5095325
Basking Ridge,United States,,5095409
Bayonne,United States,,5095445
Belleville,United States,,5095549
Bergenfield,United States,,5095611
Bloomfield,United States,,5095779
Carteret,United States,,5096316
Cliffside Park,United States,,5096686
Clifton,United States,,5096699
Colonia,United States,,5096798
Cranford,United States,,5097017
Denville,United States,,5097239
Dover,United States,,5097315
Dumont,United States,,5097357
East Brunswick,United States,,5097402
East Orange,United States,,5097441
Edison,United States,,5097529
Elizabeth,United States,,5097598
Elmwood Park,United States,,5097627
Englewood,United States,,5097672
Ewing,United States,,5097751
Fair Lawn,United States,,5097773
Fords,United States,,5098109
Fort Lee,United States,,5098135
Garfield,United States,,5098343
Hackensack,United States,,5098706
Harrison,United States,,5098863
Hawthorne,United States,,5098909
Hillsborough,United States,,5099079
Hillside,United States,,5099093
Hoboken,United States,,5099133
Hopatcong Hills,United States,,5099292
Irvington,United States,,5099724
Iselin,United States,,5099738
Jersey City,United States,,5099836
Kearny,United States,,5099967
Lakewood,United States,,5100280
Linden,United States,,5100506
Livingston,United States,,5100572
Lodi,United States,,5100604
Long Branch,United States,,5100619
Lyndhurst,United States,,5100706
Madison,United States,,5100748
Mahwah,United States,,5100776
Maplewood,United States,,5100854
Marlboro,United States,,5100886
Middletown,United States,,5101170
Montclair,United States,,5101334
Morristown,United States,,5101427
New Brunswick,United States,,5101717
New Milford,United States,,5101766
Newark,United States,,5101798
North Arlington,United States,,5101873
North Bergen,United States,,5101879
North Plainfield,United States,,5101938
Nutley,United States,,5102076
Old Bridge,United States,,5102162
Orange,United States,,5102213
Palisades Park,United States,,5102369
Paramus,United States,,5102387
Parsippany,United States,,5102427
Passaic,United States,,5102443
Paterson,United States,,5102466
Perth Amboy,United States,,5102578
Piscataway,United States,,5102713
Plainfield,United States,,5102720
Point Pleasant,United States,,5102796
Princeton,United States,,5102922
Rahway,United States,,5103055
Ramsey,United States,,5103086
Ridgewood,United States,,5103269
Roselle,United States,,5103500
Rutherford,United States,,5103580
Sayreville,United States,,5104404
Sayreville Junction,United States,,5104405
Scotch Plains,United States,,5104473
Secaucus,United States,,5104504
Somerset,United States,,5104755
South Old Bridge,United States,,5104835
South Orange,United States,,5104836
South Plainfield,United States,,5104844
South River,United States,,5104853
Sparta,United States,,5104882
Summit,United States,,5105127
Teaneck,United States,,5105262
Tinton Falls,United States,,5105433
Trenton,United States,,5105496
Union,United States,,5105608
Union City,United States,,5105634
Wayne,United States,,5106160
West Milford,United States,,5106279
West New York,United States,,5106292
West Orange,United States,,5106298
Westfield,United States,,5106331
Willingboro,United States,,5106453
Woodbridge,United States,,5106529
Wyckoff,United States,,5106615
Albany,United States,,5106834
Amherst,United States,,5107129
Amsterdam,United States,,5107152
Astoria,United States,,5107464
Auburn,United States,,5107505
Baldwin,United States,,5107760
Batavia,United States,,5108093
Bath Beach,United States,,5108111
Bay Shore,United States,,5108169
Baychester,United States,,5108186
Bayside,United States,,5108193
Bellmore,United States,,5108707
Bensonhurst,United States,,5108815
Bethpage,United States,,5108955
Binghamton,United States,,5109177
Borough Park,United States,,5109790
Brentwood,United States,,5110077
Brighton,United States,,5110159
Brighton Beach,United States,,5110161
The Bronx,United States,,5110266
Brooklyn,United States,,5110302
Brooklyn Heights,United States,,5110309
Brownsville,United States,,5110446
Buffalo,United States,,5110629
Bushwick,United States,,5110918
Cambria Heights,United States,,5111141
Canarsie,United States,,5111412
Centereach,United States,,5112035
Central Islip,United States,,5112078
Cheektowaga,United States,,5112375
Chinatown,United States,,5112540
Cicero,United States,,5112710
Clay,United States,,5112861
Clifton Park,United States,,5112961
Cohoes,United States,,5113142
College Point,United States,,5113302
Commack,United States,,5113412
Coney Island,United States,,5113481
Copiague,United States,,5113683
Coram,United States,,5113694
Corona,United States,,5113779
Cortland,United States,,5113790
Cypress Hills,United States,,5114418
Deer Park,United States,,5114731
Depew,United States,,5114900
Dix Hills,United States,,5115107
Dyker Heights,United States,,5115614
East Amherst,United States,,5115699
East Elmhurst,United States,,5115835
East Flatbush,United States,,5115843
East Meadow,United States,,5115960
East Massapequa,United States,,5115962
East New York,United States,,5115985
East Northport,United States,,5115989
East Patchogue,United States,,5116004
East Setauket,United States,,5116060
East Tremont,United States,,5116083
East Village,United States,,5116093
Eastchester,United States,,5116118
Eggertsville,United States,,5116303
Elmhurst,United States,,5116495
Elmira,United States,,5116497
Elmont,United States,,5116508
Emerson Hill,United States,,5116570
Far Rockaway,United States,,5116917
Farmingville,United States,,5116937
Flatbush,United States,,5117378
Flatlands,United States,,5117388
Floral Park,United States,,5117438
Fordham,United States,,5117549
Forest Hills,United States,,5117575
Fort Hamilton,United States,,5117663
Franklin Square,United States,,5117891
Freeport,United States,,5117949
Fresh Meadows,United States,,5118005
Garden City,United States,,5118226
Glen Cove,United States,,5118626
Glendale,United States,,5118670
Gloversville,United States,,5118743
Grand Island,United States,,5119019
Graniteville,United States,,5119049
Gravesend,United States,,5119167
Great Kills,United States,,5119211
Greenburgh,United States,,5119347
Greenpoint,United States,,5119383
Harlem,United States,,5120034
Harrison,United States,,5120095
Hauppauge,United States,,5120228
Hell's Kitchen,United States,,5120442
Hempstead,United States,,5120478
Henrietta,United States,,5120521
Hicksville,United States,,5120656
Hillside,United States,,5120824
Holbrook,United States,,5120987
Hollis,United States,,5121026
Holtsville,United States,,5121163
Howard Beach,United States,,5121407
Huntington,United States,,5121636
Huntington Station,United States,,5121650
Hunts Point,United States,,5121666
Irondequoit,United States,,5122331
Islip,United States,,5122413
Ithaca,United States,,5122432
Jackson Heights,United States,,5122477
Jamaica,United States,,5122520
Jamestown,United States,,5122534
Kenmore,United States,,5123247
Kensington,United States,,5123280
Kew Gardens,United States,,5123344
Kings Bridge,United States,,5123443
Kings Park,United States,,5123456
Kingston,United States,,5123477
Kiryas Joel,United States,,5123533
Lackawanna,United States,,5123718
Lake Ronkonkoma,United States,,5123840
Latham,United States,,5124045
Laurelton,United States,,5124078
Levittown,United States,,5124276
Lindenhurst,United States,,5124497
Lockport,United States,,5125011
Long Beach,United States,,5125086
Long Island City,United States,,5125125
Lynbrook,United States,,5125523
Mamaroneck,United States,,5125738
Manhattan,United States,,5125771
Mariners Harbor,United States,,5126013
Maspeth,United States,,5126180
Massapequa,United States,,5126183
Massapequa Park,United States,,5126187
Mastic,United States,,5126208
Medford,United States,,5126518
Melrose,United States,,5126550
Melville,United States,,5126555
Merrick,United States,,5126630
Middle Village,United States,,5126827
Middletown,United States,,5126842
Mineola,United States,,5127134
Monsey,United States,,5127315
Morris Heights,United States,,5127536
Morrisania,United States,,5127550
Mott Haven,United States,,5127670
Mount Vernon,United States,,5127835
Nanuet,United States,,5128266
New City,United States,,5128481
New Rochelle,United States,,5128549
New Springville,United States,,5128566
New York City,United States,,5128581
Newburgh,United States,,5128654
Niagara Falls,United States,,5128723
North Amityville,United States,,5128884
North Babylon,United States,,5128886
North Bay Shore,United States,,5128898
North Bellmore,United States,,5128904
North Massapequa,United States,,5129134
North Tonawanda,United States,,5129245
North Valley Stream,United States,,5129248
Oceanside,United States,,5129603
Ossining,United States,,5130045
Oswego,United States,,5130081
Ozone Park,United States,,5130334
Park Slope,United States,,5130561
Parkchester,United States,,5130572
Pearl River,United States,,5130780
Peekskill,United States,,5130831
Plainview,United States,,5131638
Plattsburgh,United States,,5131692
Port Chester,United States,,5132002
Port Richmond,United States,,5132028
Port Washington,United States,,5132029
Poughkeepsie,United States,,5132143
Queens Village,United States,,5133271
Queens,United States,,5133273
Queensbury,United States,,5133279
Rego Park,United States,,5133640
Richmond Hill,United States,,5133825
Ridgewood,United States,,5133858
Rochester,United States,,5134086
Rockville Centre,United States,,5134203
Rome,United States,,5134295
Ronkonkoma,United States,,5134316
Roosevelt,United States,,5134323
Rosedale,United States,,5134395
Rossville,United States,,5134449
Rotterdam,United States,,5134453
Rye,United States,,5134693
Saratoga Springs,United States,,5136334
Sayville,United States,,5136421
Scarsdale,United States,,5136433
Schenectady,United States,,5136454
Seaford,United States,,5137507
Selden,United States,,5137600
Sheepshead Bay,United States,,5137849
Shirley,United States,,5138022
Smithtown,United States,,5138539
South Ozone Park,United States,,5138950
Springfield Gardens,United States,,5139287
Spring Valley,United States,,5139301
Staten Island,United States,,5139568
Sunnyside,United States,,5140221
Syosset,United States,,5140402
Syracuse,United States,,5140405
Terrace Heights,United States,,5140675
Throgs Neck,United States,,5140945
Tremont,United States,,5141342
Troy,United States,,5141502
Uniondale,United States,,5141927
Unionport,United States,,5141930
University Heights,United States,,5141963
Utica,United States,,5142056
Valley Stream,United States,,5142109
Van Nest,United States,,5142182
Vestal,United States,,5142296
Wakefield,United States,,5143056
Wantagh,United States,,5143198
Washington Heights,United States,,5143307
Watertown,United States,,5143396
West Albany,United States,,5143620
West Babylon,United States,,5143630
West Hempstead,United States,,5143832
West Islip,United States,,5143866
West Seneca,United States,,5143992
Westbury,United States,,5144040
White Plains,United States,,5144336
Whitestone,United States,,5144400
Williamsburg,United States,,5144580
Wilton,United States,,5144736
Woodhaven,United States,,5144975
Woodmere,United States,,5145028
Woodrow,United States,,5145034
Woodside,United States,,5145067
Yonkers,United States,,5145215
Akron,United States,,5145476
Alliance,United States,,5145607
Ashland,United States,,5146055
Ashtabula,United States,,5146089
Aurora,United States,,5146233
Austintown,United States,,5146256
Avon,United States,,5146277
Avon Center,United States,,5146282
Avon Lake,United States,,5146286
Barberton,United States,,5146491
Bay Village,United States,,5146675
Berea,United States,,5147097
Boardman,United States,,5147784
Bowling Green,United States,,5147968
Broadview Heights,United States,,5148273
Brook Park,United States,,5148326
Brunswick,United States,,5148480
Canton,United States,,5149222
Cleveland,United States,,5150529
Collinwood,United States,,5150792
Cuyahoga Falls,United States,,5151613
Defiance,United States,,5151861
Delaware,United States,,5151891
Dublin,United States,,5152333
East Cleveland,United States,,5152599
Eastlake,United States,,5152833
Elyria,United States,,5153207
Euclid,United States,,5153420
Fairview Park,United States,,5153680
Findlay,United States,,5153924
Fremont,United States,,5155207
Gahanna,United States,,5155393
Garfield Heights,United States,,5155499
Glenville,United States,,5155858
Green,United States,,5156371
Hilliard,United States,,5157588
Hough,United States,,5158067
Hudson,United States,,5158164
Kent,United States,,5159537
Lakewood,United States,,5160315
Lima,United States,,5160783
Lorain,United States,,5161262
Mansfield,United States,,5161723
Maple Heights,United States,,5161803
Marion,United States,,5161902
Marysville,United States,,5162077
Massillon,United States,,5162097
Mayfield Heights,United States,,5162188
Medina,United States,,5162512
Mentor,United States,,5162645
Middleburg Heights,United States,,5162851
Mount Vernon,United States,,5163799
New Philadelphia,United States,,5164390
Newark,United States,,5164466
Niles,United States,,5164582
North Canton,United States,,5164706
North Olmsted,United States,,5164862
North Ridgeville,United States,,5164903
North Royalton,United States,,5164916
Norwalk,United States,,5165101
Oregon,United States,,5165734
Painesville,United States,,5166009
Parma,United States,,5166177
Parma Heights,United States,,5166184
Perrysburg,United States,,5166516
Piqua,United States,,5166819
Rocky River,United States,,5168491
Sandusky,United States,,5170691
Shaker Heights,United States,,5171728
Sidney,United States,,5172078
Solon,United States,,5172387
South Euclid,United States,,5172485
Steubenville,United States,,5173048
Stow,United States,,5173171
Streetsboro,United States,,5173210
Strongsville,United States,,5173237
Sylvania,United States,,5173572
Tallmadge,United States,,5173623
Tiffin,United States,,5173930
Toledo,United States,,5174035
Troy,United States,,5174358
Twinsburg,United States,,5174550
Wadsworth,United States,,5175496
Warren,United States,,5175865
Westerville,United States,,5176472
Westlake,United States,,5176517
Willoughby,United States,,5176937
Wooster,United States,,5177358
Youngstown,United States,,5177568
Abington,United States,,5177773
Allentown,United States,,5178127
Allison Park,United States,,5178165
Altoona,United States,,5178195
Back Mountain,United States,,5178800
Baldwin,United States,,5178940
Bensalem,United States,,5179995
Bethel Park,United States,,5180199
Bethlehem,United States,,5180225
Carlisle,United States,,5183234
Easton,United States,,5188140
Erie,United States,,5188843
Harrisburg,United States,,5192726
Hazleton,United States,,5193011
Hermitage,United States,,5193309
Johnstown,United States,,5195561
King of Prussia,United States,,5196220
Lancaster,United States,,5197079
Lansdale,United States,,5197159
Lebanon,United States,,5197517
Levittown,United States,,5197796
Limerick,United States,,5198034
McKeesport,United States,,5200499
Monroeville,United States,,5201734
Mount Lebanon,United States,,5202215
Murrysville,United States,,5202765
New Castle,United States,,5203127
Nicetown-Tioga,United States,,5203393
Norristown,United States,,5203506
Penn Hills,United States,,5205377
Phoenixville,United States,,5205849
Pittsburgh,United States,,5206379
Plum,United States,,5206606
Pottstown,United States,,5207069
Radnor,United States,,5207490
Reading,United States,,5207728
Scranton,United States,,5211303
State College,United States,,5213681
Upper Saint Clair,United States,,5216895
Wayne,United States,,5218270
West Mifflin,United States,,5218802
Whitehall Township,United States,,5219287
Wilkes-Barre,United States,,5219488
Wilkinsburg,United States,,5219501
Williamsport,United States,,5219585
Willow Grove,United States,,5219619
Barrington,United States,,5220798
Bristol,United States,,5221077
Central Falls,United States,,5221341
Coventry,United States,,5221637
Cranston,United States,,5221659
Cumberland,United States,,5221703
East Providence,United States,,5221931
Middletown,United States,,5223358
Narragansett,United States,,5223505
Newport,United States,,5223593
North Kingstown,United States,,5223672
North Providence,United States,,5223681
Pawtucket,United States,,5223869
Portsmouth,United States,,5224082
Providence,United States,,5224151
Smithfield,United States,,5224949
Warwick,United States,,5225507
West Warwick,United States,,5225627
Westerly,United States,,5225631
Woonsocket,United States,,5225809
Aberdeen,United States,,5225857
Brookings,United States,,5226534
Mitchell,United States,,5229794
Sioux Falls,United States,,5231851
Watertown,United States,,5232741
Burlington,United States,,5234372
Colchester,United States,,5235024
Rutland,United States,,5240509
South Burlington,United States,,5241248
Appleton,United States,,5244080
Ashwaubenon,United States,,5244267
Beaver Dam,United States,,5245193
Bellevue,United States,,5245359
Beloit,United States,,5245387
Brookfield,United States,,5246835
Caledonia,United States,,5247415
Cudahy,United States,,5249871
De Pere,United States,,5250201
Eau Claire,United States,,5251436
Fitchburg,United States,,5253219
Fond du Lac,United States,,5253352
Franklin,United States,,5253710
Germantown,United States,,5254218
Green Bay,United States,,5254962
Greenfield,United States,,5255068
Howard,United States,,5257029
Janesville,United States,,5257754
Kaukauna,United States,,5258296
Kenosha,United States,,5258393
La Crosse,United States,,5258957
Madison,United States,,5261457
Manitowoc,United States,,5261585
Marshfield,United States,,5261969
Menasha,United States,,5262596
Menomonee Falls,United States,,5262630
Menomonie,United States,,5262634
Mequon,United States,,5262649
Middleton,United States,,5262838
Milwaukee,United States,,5263045
Muskego,United States,,5264049
Neenah,United States,,5264223
New Berlin,United States,,5264381
North La Crosse,United States,,5264870
Oak Creek,United States,,5265228
Oconomowoc,United States,,5265499
Onalaska,United States,,5265702
Oshkosh,United States,,5265838
Pleasant Prairie,United States,,5267403
Racine,United States,,5268249
River Falls,United States,,5268986
Sheboygan,United States,,5272893
South Milwaukee,United States,,5273812
Stevens Point,United States,,5274644
Sun Prairie,United States,,5275020
Superior,United States,,5275191
Watertown,United States,,5278005
Waukesha,United States,,5278052
Wausau,United States,,5278120
Wauwatosa,United States,,5278159
West Allis,United States,,5278420
West Bend,United States,,5278422
Weston,United States,,5278693
Wisconsin Rapids,United States,,5279436
Weirton,United States,,5280814
Weirton Heights,United States,,5280822
Wheeling,United States,,5280854
Ansonia,United States,,5281551
Avon,United States,,5281730
Bloomfield,United States,,5282526
Bridgeport,United States,,5282804
Bristol,United States,,5282835
Branford,United States,,5283054
Cheshire,United States,,5283837
Fillmore,United States,,5284756
Buckeye,United States,,5287262
Bullhead City,United States,,5287565
Casa Grande,United States,,5288636
Casas Adobes,United States,,5288661
Catalina Foothills,United States,,5288786
Chandler,United States,,5289282
Deer Valley,United States,,5292387
Douglas,United States,,5293083
Drexel Heights,United States,,5293183
El Mirage,United States,,5293996
Eloy,United States,,5294167
Flagstaff,United States,,5294810
Florence,United States,,5294902
Flowing Wells,United States,,5294937
Fortuna Foothills,United States,,5295143
Fountain Hills,United States,,5295177
Gilbert,United States,,5295903
Glendale,United States,,5295985
Goodyear,United States,,5296266
Green Valley,United States,,5296802
Kingman,United States,,5301067
Lake Havasu City,United States,,5301388
Marana,United States,,5303705
Maricopa,United States,,5303752
Maryvale,United States,,5303929
Mesa,United States,,5304391
Nogales,United States,,5306611
Oro Valley,United States,,5307540
Payson,United States,,5308305
Peoria,United States,,5308480
Phoenix,United States,,5308655
Prescott,United States,,5309842
Prescott Valley,United States,,5309858
Queen Creek,United States,,5310193
Rio Rico,United States,,5311433
Sahuarita,United States,,5312544
San Luis,United States,,5312913
Scottsdale,United States,,5313457
Sierra Vista,United States,,5314328
Somerton,United States,,5315062
Sun City,United States,,5316201
Sun City West,United States,,5316205
Surprise,United States,,5316428
Tanque Verde,United States,,5316890
Tempe,United States,,5317058
Tempe Junction,United States,,5317071
Tucson,United States,,5318313
Yuma,United States,,5322053
Adelanto,United States,,5322400
Agoura,United States,,5322551
Agoura Hills,United States,,5322553
Agua Caliente,United States,,5322571
Alameda,United States,,5322737
Albany,United States,,5322850
Alhambra,United States,,5323060
Aliso Viejo,United States,,5323163
Altadena,United States,,5323525
Alum Rock,United States,,5323566
American Canyon,United States,,5323694
Anaheim,United States,,5323810
Antelope,United States,,5324105
Antioch,United States,,5324200
Apple Valley,United States,,5324363
Arcadia,United States,,5324477
Arroyo Grande,United States,,5324802
Artesia,United States,,5324862
Arvin,United States,,5324903
Ashland,United States,,5325011
Atascadero,United States,,5325111
Atwater Village,United States,,5325186
Atwater,United States,,5325187
Avocado Heights,United States,,5325372
Azusa,United States,,5325423
Bakersfield,United States,,5325738
Baldwin Park,United States,,5325866
Banning,United States,,5326032
Barstow,United States,,5326297
Barstow Heights,United States,,5326305
Bay Point,United States,,5326561
Beaumont,United States,,5327098
Bell,United States,,5327298
Bell Gardens,United States,,5327319
Bellflower,United States,,5327422
Belmont,United States,,5327455
Benicia,United States,,5327550
Berkeley,United States,,5327684
Beverly Hills,United States,,5328041
Bloomington,United States,,5329408
Blythe,United States,,5329649
Bostonia,United States,,5330167
Boyle Heights,United States,,5330413
Brawley,United States,,5330567
Brea,United States,,5330582
Brentwood,United States,,5330642
Brentwood,United States,,5330643
Buena Park,United States,,5331575
Burbank,United States,,5331835
Burlingame,United States,,5331920
Calabasas,United States,,5332593
Calexico,United States,,5332698
Camarillo,United States,,5333180
Cameron Park,United States,,5333282
Campbell,United States,,5333689
Canoga Park,United States,,5333913
Canyon Country,United States,,5333944
Carlsbad,United States,,5334223
Carmichael,United States,,5334336
Carson,United States,,5334519
Castaic,United States,,5334799
Castro Valley,United States,,5334928
Cathedral City,United States,,5335006
Ceres,United States,,5335650
Cerritos,United States,,5335663
Chatsworth,United States,,5336054
Chico,United States,,5336269
Chinatown,United States,,5336477
Chino,United States,,5336537
Chino Hills,United States,,5336545
Chowchilla,United States,,5336667
Chula Vista,United States,,5336899
Citrus Heights,United States,,5337561
Claremont,United States,,5337696
Clearlake,United States,,5337908
Clovis,United States,,5338122
Coachella,United States,,5338166
Coalinga,United States,,5338196
Colton,United States,,5338783
Compton,United States,,5339066
Concord,United States,,5339111
Corcoran,United States,,5339539
Corona,United States,,5339631
Coronado,United States,,5339663
Costa Mesa,United States,,5339840
Covina,United States,,5340175
Cudahy,United States,,5341051
Culver City,United States,,5341114
Cupertino,United States,,5341145
Cypress,United States,,5341256
Daly City,United States,,5341430
Dana Point,United States,,5341483
Danville,United States,,5341531
